Asset,Quote,Provider,Adapter Name,Adapter,Base,Quote,Whitelist
thBILL,USDC,RedStone Classic,RedStoneClassic_thBILL/USDC,0x8503441080c639ac94fcd98edf16e77d6106688f,0xfDD22Ce6D1F66bc0Ec89b20BF16CcB6670F55A5a,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,Yes
thBILL,USD,Cross,Cross_thBILL/USD,0xe58e5cae9d6871b2c2188bacf680fb01bf84b2ee,0xfDD22Ce6D1F66bc0Ec89b20BF16CcB6670F55A5a,0x0000000000000000000000000000000000000348,Yes
sUSDe,USDe,RedStone Classic,RedStoneClassic_sUSDe/USDe,0x3d9efbe6390cb541401fbda4d2c208a363640c8d,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34,Yes
sUSDe,USD,Cross,Cross_sUSDe/USD,0x13466a36f647fa4092833378d500f40753928d04,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,0x0000000000000000000000000000000000000348,Yes
syrupUSDC,USDC,Chainlink,Chainlink_syrupUSDC/USDC,0x6fc7d6e17de09d30545d20f6fb2cddb42359d1fe,0x41CA7586cC1311807B4605fBB748a3B8862b42b5,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,Yes
syrupUSDC,USD,Cross,Cross_syrupUSDC/USD,0x9f1c774764bb825b0d59863f202b94db35ea52e7,0x41CA7586cC1311807B4605fBB748a3B8862b42b5,0x0000000000000000000000000000000000000348,Yes
wstUSR,USR,Pyth,Pyth_wstUSR/USR,0x7d4658acc9cc54a6a6cf003d2dfd5adfb8fb2094,0x66CFbD79257dC5217903A36293120282548E2254,0x2492D0006411Af6C8bbb1c8afc1B0197350a79e9,Yes
wstUSR,USD,Cross,Cross_wstUSR/USD,0x4b60f47d69cbd7847a75b0f0cd657bec8243f030,0x66CFbD79257dC5217903A36293120282548E2254,0x0000000000000000000000000000000000000348,Yes
RLP,USD,Pyth,Pyth_RLP/USD,0xa542dbb6e827ca64a409558976ae04f86928bd68,0x35E5dB674D8e93a03d814FA0ADa70731efe8a4b9,0x0000000000000000000000000000000000000348,Yes
PT-USDai-20NOV2025,USD,Pendle,Pendle_PT-USDai-20NOV2025/USD,0x394ad562f638c80917b01be6ffe63c858104ed46,0x8b4Ca42bB3B1d789859f106222CF7DC5EEd48CCb,0x0000000000000000000000000000000000000348,Yes
PT-sUSDai-20NOV2025,USD,Pendle,Pendle_PT-sUSDai-20NOV2025/USD,0x83bab8b13cb87ab7f80fece53f340f0714cefeef,0x936F210d277bf489A3211CeF9AB4BC47a7B69C96,0x0000000000000000000000000000000000000348,Yes
